inchikey,smiles_canonical,smiles_original,cas,name,chembl_id,endpoint,value,value_units,value_log,value_class,species,species_taxonomy,test_type,exposure_route,exposure_duration_h,effect,source,source_ref,source_record_id,year_reported,aggregation_n,aggregation_method,aggregation_cv,quality_flags
OKIBNKKYNPBDRS-UHFFFAOYSA-N,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,CC(=O)Nc1cc(N[S](=O)(=O)C(F)(F)F)c(C)cc1C.OCCNCCO,53780-36-2,,,fish_acute_lc50,445.7016346459489,mg/L,-2.8424013728399498,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2101422,2013,27,geomean,0.7744774148971916,high_cv
HVBSAKJJOYLTQU-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)O)cc1,Nc1ccc(cc1)[S](O)(=O)=O,121-57-3,,,fish_acute_lc50,100.40000000000005,mg/L,-3.2363492010762642,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2173391,2014,7,geomean,0.0,
QTYCMDBMOLSEAM-UHFFFAOYSA-N,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn1cncn1,CC(C)C1CCC(Cc2ccc(Cl)cc2)C1(O)Cn3cncn3,125225-28-7,,,fish_acute_lc50,1.6595180023127198,mg/L,-5.302671915353165,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2113531,2013,9,geomean,0.11466596451673744,
XXBDWLFCJWSEKW-UHFFFAOYSA-N,CN(C)Cc1ccccc1,CN(C)Cc1ccccc1,103-83-3,,,fish_acute_lc50,37.8,mg/L,-3.553178977185269,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102749,2022,8,single,,
MWKFXSUHUHTGQN-UHFFFAOYSA-N,CCCCCCCCCCO,CCCCCCCCCCO,112-30-1,,,fish_acute_lc50,4.079092454813355,mg/L,-4.588552507731216,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2114427,2013,14,geomean,0.393331922580889,
PWPJGUXAGUPAHP-UHFFFAOYSA-N,O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)c(NC(=O)NC(=O)c2c(F)cccc2F)cc1Cl,103055-07-8,,,fish_acute_lc50,3.0590352779953607,mg/L,-5.221967316379438,,Cyprinus carpio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Cyprinus;Cyprinus carpio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2651107,2022,6,geomean,1.8885306048463706,high_cv
DGGXBEHZGMUMOU-UHFFFAOYSA-N,OCCCCCCCCF,OCCCCCCCCF,408-27-5,,,fish_acute_lc50,1.4931784969014619,mg/L,-4.996520574993033,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,601073,2012,4,geomean,0.41244976090295143,
AAPVQEMYVNZIOO-UHFFFAOYSA-N,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,ClC1=C(Cl)C2(Cl)C3CO[S](=O)(=O)OCC3C1(Cl)C2(Cl)Cl,1031-07-8,,,fish_acute_lc50,0.0014,mg/L,-8.476926601421962,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,732839,2009,5,single,,
CYSGHNMQYZDMIA-UHFFFAOYSA-N,CN1CCN(C)C1=O,CN1CCN(C)C1=O,80-73-9,"N,N-Dimethylimidazolidinone",,fish_acute_lc50,100.0,mg/L,-3.057206896911145,,Oryzias latipes,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2370962,2013,1,single,,
SXRSQZLOMIGNAQ-UHFFFAOYSA-N,O=CCCCC=O,O=CCCCC=O,111-30-8,,,fish_acute_lc50,12.557607968575788,mg/L,-3.9013207178868057,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2107366,2013,33,geomean,0.522210521346933,high_cv
SBHPIPPMYYFSHJ-ZXZARUISSA-N,O=S(=O)(O)[C@H](O)CC[C@H](O)S(=O)(=O)O,O[C@@H](CC[C@@H](O)[S]([O-])(=O)=O)[S]([O-])(=O)=O,5450-96-4,,,fish_acute_lc50,100.0,mg/L,-3.3979082332745696,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2276763,2015,3,single,,
SGEJQUSYQTVSIU-UHFFFAOYSA-N,CCCCN(CC)C(=O)SCCC,CCCCN(CC)C(=O)SCCC,1114-71-2,,,fish_acute_lc50,7.645913941446111,mg/L,-4.4243540387143465,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2107125,2013,12,geomean,0.04621612948931683,
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl/C=C/Cl,Cl\C=C\Cl,540-59-0,,,fish_acute_lc50,140.0,mg/L,-2.835932130643361,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2655743,2023,3,single,,
CZGCEKJOLUNIFY-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(Cl)cc1,[O-][N+](=O)c1ccc(Cl)cc1,100-00-5,,,fish_acute_lc50,15.0,mg/L,-4.0197891845208815,,Danio rerio,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Danio;Danio rerio,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,400906,2001,16,single,,
PUYXTUJWRLOUCW-UHFFFAOYSA-N,CCCN(CC)CC1COC2(CCC(C(C)(C)C)CC2)O1,CCCN(CC)CC1COC2(CCC(CC2)C(C)(C)C)O1,118134-30-8,,,fish_acute_lc50,17.0,mg/L,-4.2426974565559865,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2111170,2013,8,single,,
FJDPATXIBIBRIM-UHFFFAOYSA-N,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,39515-40-7,,,fish_acute_lc50,0.00035468295701936403,mg/L,-9.024403344744751,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2101451,2013,13,geomean,0.05975550263548283,
HFCYZXMHUIHAQI-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1cnns1,O=C(Nc1snnc1)Nc2ccccc2,51707-55-2,,,fish_acute_lc50,24.657656011875908,mg/L,-3.9505535608972577,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112301,2013,8,geomean,0.3604858100166713,
GSDSWSVVBLHKDQ-JTQLQIEISA-N,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,O.C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(O)=O.C[C@H]5COc6c(N7CCN(C)CC7)c(F)cc8C(=O)C(=CN5c68)C(O)=O,100986-85-4,Levofloxacin,,fish_acute_lc50,21.544346900318843,mg/L,-4.2243468112677425,,Pimephales promelas,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2336177,2005,3,geomean,1.299038105676658,high_cv
XMTQQYYKAHVGBJ-UHFFFAOYSA-N,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,O.O.O.O.[Na+].CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1.[O-]B=O,8027-85-8,,,fish_acute_lc50,452.9769880114613,mg/L,-2.709443701594663,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,608662,2012,39,geomean,0.6178393350914106,high_cv
FTZILAQGHINQQR-UHFFFAOYSA-N,CCCC(C)C=O,CCCC(C)C=O,123-15-9,,,fish_acute_lc50,18.8,mg/L,-3.726227698211124,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102440,2022,6,single,,
PAFZNILMFXTMIY-UHFFFAOYSA-N,NC1CCCCC1,NC1CCCCC1,108-91-8,,,fish_acute_lc50,123.00733646503745,mg/L,-2.9061636722504756,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2026965,2012,17,geomean,1.161289010974537,high_cv
VWVDTVNQHHSYBD-UHFFFAOYSA-N,CCSCCCCSCC,CCSCCCCSCC,54576-32-8,,,fish_acute_lc50,6.06,mg/L,-4.468154698351154,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102445,2022,2,single,,
PQYJRMFWJJONBO-UHFFFAOYSA-N,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,BrCC(Br)CO[P](=O)(OCC(Br)CBr)OCC(Br)CBr,126-72-7,,,fish_acute_lc50,0.7505518886532251,mg/L,-5.9644622169677435,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,250753,2020,21,geomean,0.5951440324473743,high_cv
JLTDJTHDQAWBAV-UHFFFAOYSA-N,CN(C)c1ccccc1,CN(C)c1ccccc1,121-69-7,,,fish_acute_lc50,14.903718122234952,mg/L,-3.9098106002532402,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2718459,2023,27,geomean,0.6974023229549108,high_cv
KGBXLFKZBHKPEV-UHFFFAOYSA-N,OB(O)O,OB(O)O,10043-35-3,,,fish_acute_lc50,547.4911502602432,mg/L,-2.054137322321602,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2109524,2013,190,geomean,0.6023310457960304,high_cv
KKEYFWRCBNTPAC-UHFFFAOYSA-N,O=C(O)c1ccc(C(=O)O)cc1,OC(=O)c1ccc(cc1)C(O)=O,100-21-0,Terephthalic acid,,fish_acute_lc50,2321.550440037759,mg/L,-1.8543995729487188,,Pimephales promelas,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2327703,1995,3,geomean,1.7284212428720958,high_cv
UOORRWUZONOOLO-UPHRSURJSA-N,Cl/C=C\CCl,ClC\C=C/Cl,542-75-6,,,fish_acute_lc50,2.8139127323230015,mg/L,-4.591959672937564,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2116641,2013,63,geomean,0.6130864618433706,high_cv
SZFUWUOHDRMCKD-UHFFFAOYSA-N,O=c1ccc(Cl)c[nH]1,ClC1=CNC(=O)C=C1,4214-79-3,,,fish_acute_lc50,1140.0,mg/L,-2.0536786018048034,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102662,2022,2,single,,
NMTUHPSKJJYGML-UHFFFAOYSA-N,O=Cc1cccc(C(F)(F)F)c1,FC(F)(F)c1cccc(C=O)c1,454-89-7,,,fish_acute_lc50,0.9244709904304546,mg/L,-5.2747289594461995,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102602,2023,20,geomean,0.19810911971127085,
CRDAMVZIKSXKFV-YFVJMOTDSA-N,CC(C)=CCC/C(C)=C/CC/C(C)=C/CO,CC(C)=CCC\C(C)=C\CC\C(C)=C\CO,4602-84-0,,,fish_acute_lc50,1.8,mg/L,-5.0914683547320205,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2112391,2013,3,single,,
RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(O)c1,Cc1cccc(O)c1,108-39-4,,,fish_acute_lc50,15.750901411497278,mg/L,-3.8363495621812227,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,205471,2002,35,geomean,0.9767596935521713,high_cv
SXLBEAVIHFLZQB-UHFFFAOYSA-N,CCC(C(c1ccc(Cl)cc1)c1ccc(Cl)cc1)[N+](=O)[O-],CCC(C(c1ccc(Cl)cc1)c2ccc(Cl)cc2)[N+]([O-])=O.CC(C(c3ccc(Cl)cc3)c4ccc(Cl)cc4)[N+]([O-])=O,8027-00-7,,,fish_acute_lc50,0.024788617738964513,mg/L,-7.115014724905062,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,603040,2012,18,geomean,0.4130677910464577,
BBPLSOGERZQYQC-UHFFFAOYSA-N,CC(C)CCCCCOC(=O)COc1ccc(Cl)cc1Cl,CCCN(CCC)C(=O)SCC.CC(C)CCCCCOC(=O)COc1ccc(Cl)cc1Cl,8011-60-7,Knoxweed 42,,fish_acute_lc50,1.0,mg/L,-5.521261813742691,,Leiostomus xanthurus,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2323144,1965,3,geomean,0.0,
KBPLFHHGFOOTCA-UHFFFAOYSA-N,CCCCCCCCO,CCCCCCCCO,111-87-5,,,fish_acute_lc50,13.68194039004826,mg/L,-3.978248976120529,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2718353,2023,117,geomean,0.08568951517438361,
SFBIZPBTKROSDE-UHFFFAOYSA-N,CCCCCCCCOC(=O)C(C)O,CCCCCCCCOC(=O)C(C)O,5464-71-1,,,fish_acute_lc50,24.0,mg/L,-3.9254773158306566,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,206889,2002,4,single,,
ZNSMNVMLTJELDZ-UHFFFAOYSA-N,ClCCOCCCl,ClCCOCCCl,111-44-4,,,fish_acute_lc50,600.0,mg/L,-2.374122475266545,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2655647,2023,4,single,,
PPBRXRYQALVLMV-UHFFFAOYSA-N,C=Cc1ccccc1,C=Cc1ccccc1,100-42-5,,,fish_acute_lc50,13.709792275030026,mg/L,-3.8802637990014603,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,180715,2000,64,geomean,0.9041006351864898,high_cv
ZCNQYNHDVRPZIH-UHFFFAOYSA-N,COC(=O)CSc1cc(N=c2sc(=O)n3n2CCCC3)c(F)cc1Cl,COC(=O)CSc1cc(N=C2SC(=O)N3CCCCN23)c(F)cc1Cl,117337-19-6,,,fish_acute_lc50,0.07758865896508328,mg/L,-6.7155313048493,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2104073,2013,14,geomean,0.7496104674873785,high_cv
NUPJIGQFXCQJBK-UHFFFAOYSA-N,COCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,COCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(c1)C(O)=O,114311-32-9,,,fish_acute_lc50,120.49066353871575,mg/L,-3.4035422675183167,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2099500,2013,10,geomean,0.01760431820381446,
XMNIXWIUMCBBBL-UHFFFAOYSA-N,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,80-43-3,Dicumyl peroxide,,fish_acute_lc50,7.28886271968762,mg/L,-4.568964459773874,,Poecilia reticulata,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2379749,1990,7,geomean,1.2416934449877213,high_cv
WFCSWCVEJLETKA-UHFFFAOYSA-N,OCCN1CCNCC1,OCCN1CCNCC1,103-76-4,,,fish_acute_lc50,6410.0,mg/L,-1.3074546937059375,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102696,2022,2,single,,
DQKWXTIYGWPGOO-UHFFFAOYSA-N,CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N,1689-99-2,,,fish_acute_lc50,0.09708236883534463,mg/L,-6.615963504003528,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2107392,2013,19,geomean,0.4303519487647598,
HSSBORCLYSCBJR-UHFFFAOYSA-N,Nc1cc(Cl)cc(C(=O)O)c1Cl,[NH4+].Nc1cc(Cl)cc(C([O-])=O)c1Cl,1076-46-6,,,fish_acute_lc50,999.9999999999998,mg/L,-2.311689736999945,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2113550,2013,12,geomean,0.0,
IWEDIXLBFLAXBO-UHFFFAOYSA-N,COc1c(Cl)ccc(Cl)c1C(=O)O,[K+].COc1c(Cl)ccc(Cl)c1C([O-])=O,10007-85-9,,,fish_acute_lc50,152.97058540778346,mg/L,-3.1577543403405404,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2100817,2013,5,geomean,0.22809896167307986,
NKNFWVNSBIXGLL-UHFFFAOYSA-N,CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,CCOC(=O)CSc1nc(nn1C(=O)N(C)C)C(C)(C)C,112143-82-5,,,fish_acute_lc50,3.6104633859064035,mg/L,-4.9395620383674235,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2102102,2013,14,geomean,1.7048444348429355,high_cv
GHMLBKRAJCXXBS-UHFFFAOYSA-N,Oc1cccc(O)c1,Oc1cccc(O)c1,108-46-3,,,fish_acute_lc50,65.3406967095849,mg/L,-3.2263541100024415,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,6608,2019,38,geomean,0.37397103521901126,
GUQMDNQYMMRJPY-UHFFFAOYSA-N,CC1(C)COCN1,CC1(C)COCN1,51200-87-4,,,fish_acute_lc50,74.94531339583556,mg/L,-3.1299382139106124,,Lepomis macrochirus,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Perciformes;Centrarchidae;Lepomis;Lepomis macrochirus,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2109696,2013,8,geomean,0.3320008492730612,
FWCBATIDXGJRMF-FLNNQWSLSA-N,CC1(C)OC[C@@H]2O[C@@]3(C(=O)O)OC(C)(C)O[C@H]3[C@@H]2O1,[Na+].CC1(C)OC[C@@H]2O[C@]3(OC(C)(C)O[C@H]3[C@@H]2O1)C([O-])=O,52508-35-7,,,fish_acute_lc50,7071.067811865475,mg/L,-1.5884323562119604,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,2107635,2013,5,geomean,0.4714045207910317,
XDDAORKBJWWYJS-UHFFFAOYSA-N,O=C(O)CNCP(=O)(O)O,OC(=O)CNC[P](O)(O)=O,1071-83-6,,,fish_acute_lc50,19.21554462849099,mg/L,-3.9442700050359605,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,604512,2012,355,geomean,3.628429056451288,"extreme_variance,high_cv"
LOUPRKONTZGTKE-VOMFEXJBSA-N,C=C[C@H]1CN2CCC1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,COc1ccc2nccc([C@@H](O)[C@@H]3CC4CCN3C[C@@H]4C=C)c2c1.COc5ccc6nccc([C@@H](O)[C@@H]7CC8CCN7C[C@@H]8C=C)c6c5.O[S](O)(=O)=O,804-63-7,Quinine sulfate,,fish_acute_lc50,52.075747745237905,mg/L,-3.7941557645682824,,Ictalurus punctatus,,in_vivo,aquatic,96.0,mortality,EPA Williams Ensemble,Williams et al. (2017),2324112,1959,8,geomean,0.4507530688652348,
WHODQVWERNSQEO-UHFFFAOYSA-N,Nc1ccc(O)c([N+](=O)[O-])c1,Nc1ccc(O)c(c1)[N+]([O-])=O,119-34-6,,,fish_acute_lc50,35.9787559058821,mg/L,-3.631581283887308,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102412,2022,10,geomean,0.07613815421175424,
MCAHWIHFGHIESP-UHFFFAOYSA-N,O=[Se](O)O,[Na+].[Na+].[O-][Se]([O-])=O,10102-18-8,,,fish_acute_lc50,6.405543601252394,mg/L,-4.307109708342229,,Oncorhynchus mykiss,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Salmoniformes;Salmonidae;Oncorhynchus;Oncorhynchus mykiss,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,207529,2002,192,geomean,1.916728396424505,"extreme_variance,high_cv"
BMVXCPBXGZKUPN-UHFFFAOYSA-N,CCCCCCN,CCCCCCN,111-26-2,,,fish_acute_lc50,56.599999999999994,mg/L,-3.2520225601915915,,Pimephales promelas,Animalia;Chordata;Vertebrata;Osteichthyes;Actinopterygii;Cypriniformes;Cyprinidae;Pimephales;Pimephales promelas,in_vivo,aquatic,96.0,mortality,EPA ECOTOX ASCII,EPA ECOTOX,102667,2022,9,geomean,0.0,
